Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006413~translational initiation	47	1.686401148188016	2.3797834000696332E-11	EIF4A2, EIF4A1, RPL3, RPL31, RPLP0, RPL10A, RPL8, RPS15, RPS14, RPS15A, LARP1, RPL18A, RPS18, EIF4H, RPLP2, RPL13, RPS2, RPL18, RPS11, RPS10, EIF4B, RPS13, ABCF1, EIF2B4, RPL41, RPS9, RPS7, RPS8, RPL35A, RPL13A, RPL23A, RPSA, RPS3A, RPL3L, RPS25, RPS27, EIF6, AGO2, EIF3G, RPL27, RPS20, FAU, PABPC1, UBA52, RPS21, EIF3D, EIF4G1	2007	137	16792	2.870333395160733	1.1480083428327958E-7	6.817336535165504E-8	6.803204411336388E-8
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	43	1.5428776462145677	2.8264247658231774E-11	SMG1, RPL3, RPL31, RPLP0, PARN, PPP2R2A, RPL10A, RPL8, SMG8, SMG5, GSPT1, SMG6, RPS15, RPS14, RPS15A, RPL18A, RPS18, RPLP2, RPL13, RPS2, RPL18, RPS11, RPS10, RPS13, RPL41, RPS9, RPS7, RPS8, RPL35A, RPL13A, RPL23A, RPSA, RPS3A, RPL3L, RPS25, RPS27, RPL27, RPS20, FAU, PABPC1, UBA52, RPS21, EIF4G1	2007	119	16792	3.023267303932036	1.3634687645591725E-7	6.817336535165504E-8	6.803204411336388E-8
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	37	1.3275923932543954	4.99620717766756E-11	RPL3, RPL31, RPLP0, RPL10A, RPL8, RPS15, RPS14, RPS15A, RPL18A, RPS18, RPLP2, RPL13, RPS2, RPL18, RPS11, RPS10, RPS13, SEC63, RPL41, RPS9, RPS7, RPS8, RPL35A, RPL13A, RPL23A, RPSA, RPS3A, SRP9, RPL3L, RPS25, RPS27, SRPRA, RPL27, RPS20, FAU, UBA52, RPS21	2007	94	16792	3.293282023555853	2.4101682538635316E-7	8.033901141689437E-8	8.017247117763878E-8
GOTERM_BP_DIRECT	GO:0019083~viral transcription	39	1.3993541442411195	9.062313440842993E-10	NUP205, RPL3, RPL31, RPLP0, RPL10A, RPL8, NUP160, RPS15, RPS14, RPS15A, POM121C, RPL18A, RPS18, RPLP2, RPL13, RPS2, RPL18, RPS11, RPS10, RPS13, NUP214, RPL41, RPS9, RPS7, RPS8, RPL35A, RPL13A, RPL23A, RPSA, RPS3A, RPL3L, RPS25, RPS27, NUP50, RPL27, RPS20, FAU, UBA52, RPS21	2007	112	16792	2.91341020713218	4.371650296430829E-6	1.092915000965665E-6	1.0906494226054542E-6
GOTERM_BP_DIRECT	GO:0006412~translation	63	2.2604951560818085	1.92486791841636E-8	SLC25A3, RPL3, RPL31, RPLP0, MRPL37, RPL10A, RPL8, RPS15, RPS14, MRPL2, RPL18A, RPL36AL, RPS18, RPLP2, RPS11, RPS10, RPS13, RPS9, RPS7, RPS8, PABPC4, MRPS18B, MRPL49, MRPS18A, MRPS21, RPL13A, RPS3A, RPSA, SLC25A15, SLC25A18, SLC25A17, RPL27, UBA52, MRPL18, MRPL16, SNU13, MRPL20, PDF, RPS15A, RPL13, IGF2BP3, RPS2, RPL18, SLC25A22, GCN1, ABCF1, RPL41, COA1, RPL35A, MRPL28, RPL23A, MRPL24, RPL3L, MRPL22, RPS25, RPS27, NACA, AGO2, RPS6KB2, RPS20, FAU, RPS21, EIF4G1	2007	253	16792	2.0834116166539642	9.285131843339567E-5	1.6945148723052653E-5	1.691002196367651E-5
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	56	2.0093290276282745	2.107605562568738E-8	RPL3, RPL31, RPLP0, RPL10A, RPL8, RPS15, RPS14, RPL18A, RPS18, RPLP2, RPS11, RPS10, RPS13, PELP1, RPS9, UTP11, RPS7, RPS8, IMP3, DIS3, RPL13A, RPS3A, RPSA, SENP3, SIRT1, MRTO4, RPL27, UBA52, ISG20L2, SNU13, MRM2, RRP7A, EXOSC6, RPS15A, EXOSC4, EXOSC8, DHX37, RPL13, RPS2, RPL18, MDN1, EXOSC1, NOP58, RPL41, RPP40, RPL35A, RPL23A, RRP1B, PA2G4, RPL3L, RPS25, TBL3, RPS27, RPS20, FAU, RPS21	2007	214	16792	2.1894211381659523	1.0166572535419416E-4	1.6945148723052653E-5	1.691002196367651E-5
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	12	0.4305705059203444	2.0785892779617236E-6	ING4, ING5, MT2A, MT1A, MT1L, MT1M, MT1F, MT1X, MT1B, HIF1A, BBC3, MT1E	2007	19	16792	5.284241995122335	0.009977021085207816	0.0014324449538410506	0.0014294755405868196
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	51	1.829924650161464	6.09988511350782E-6	GPATCH1, HNRNPU, HNRNPR, YBX1, USP39, ELAVL2, PTBP1, SYNCRIP, RBM5, AQR, SNRPN, DDX39A, DDX39B, SYF2, HNRNPH1, PRPF3, SRSF2, SNURF, SNRPG, SRSF3, GEMIN5, PPIE, SRSF4, SNRPE, PABPC1, CACTIN, SNRPC, U2AF1L5, SF3B3, DHX8, DHX9, CSTF3, SRSF1, U2AF1, SNU13, POLR2A, TRA2B, TRA2A, PCBP2, POLR2K, POLR2L, HNRNPA3, RBPMS, ALYREF, LSM4, LSM3, HNRNPL, HNRNPM, HNRNPF, HNRNPA2B1, HNRNPC	2007	222	16792	1.9220835184960745	0.02899720821955254	0.003678230723445216	0.003670605867053331
GOTERM_BP_DIRECT	GO:0000289~nuclear-transcribed mRNA poly(A) tail shortening	14	0.5023322569070686	1.0296374468041253E-5	TOE1, EIF4A2, EIF4A1, PARN, CNOT10, CNOT1, PNLDC1, CNOT3, TNKS1BP1, PABPC1, CNOT8, CNOT9, EIF4B, EIF4G1	2007	29	16792	4.039104513513049	0.048456585774097616	0.005518856714870111	0.00550741629879451
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	43	1.5428776462145677	3.506894520236315E-5	ITGB1, RNASEH2B, RRN3, NOTCH1, PRKCSH, SRSF1, PLOD3, YBX1, PKD1, GLI2, RIC8A, GNA13, EPB41L5, GJA1, MUC1, MYC, GNA12, FLVCR1, MSX1, SOX6, HES3, SLC39A1, IFITM5, SLC39A3, MBD3, STIL, ENDOG, SMAD3, PRMT1, TPM1, SLC30A1, MAPK8IP3, FOXP1, PYGO2, ALS2, MSH2, SYF2, MAFG, ERCC2, FGFR2, BMPR1A, FGFR1, BCL2L1	2007	187	16792	1.9238973752294775	0.15563934396015067	0.016917259165619983	0.01688219022041762
GOTERM_BP_DIRECT	GO:0010467~gene expression	17	0.6099748833871547	8.562382198777044E-5	HNRNPA3, HNRNPU, HNRNPR, HNRNPL, PTBP1, HNRNPM, GOLPH3, POLR2A, HNRNPH1, HNRNPF, PCBP2, HNRNPA2B1, IGF2BP3, HNRNPC, IGF2BP2, POLR2K, POLR2L	2007	48	16792	2.9632120910147814	0.3383820481906852	0.03754993793354588	0.037472098095375175
GOTERM_BP_DIRECT	GO:0016032~viral process	59	2.1169716541083603	1.217891339437937E-4	EIF4A2, YWHAE, EIF4A1, CRTC2, CALCOCO2, UBE3A, IPO7, SYNCRIP, XPO1, KAT5, SUMO1, AP1G2, RACK1, RCC1, TNPO1, PAAF1, NUP214, USP7, DDX11, RAD23A, DYNLL1, KCTD5, SIRT1, CLDN6, DYNC1LI1, CLDN9, NUP50, MFGE8, RTN3, CUL7, NUP205, SET, SATB1, SHC1, PSMB10, NUP160, HSPD1, PSMB6, RBM15B, POM121C, UBN1, EIF4H, WASF2, LYN, GADD45GIP1, RANBP1, KDM4A, NPM1, UBE2I, CBX5, STAT3, CFLAR, KRT19, COPS6, ERCC3, NACA, ERCC2, RCOR1, EIF4G1	2007	299	16792	1.650957434930919	0.4443110375195629	0.04895923184540507	0.04885774090045191
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	26	0.9329027628274129	3.722985790385519E-4	SET, ANP32A, PARN, HSPB1, PSMB10, PSMB6, EXOSC6, XPO1, EXOSC4, UBB, PCBP4, EXOSC8, TNPO1, EXOSC1, NUP214, DIS3, TNFSF13, RC3H1, YWHAZ, PUM2, CARHSP1, PSME3, PABPC1, UBA52, HSPA1B, EIF4G1	2007	103	16792	2.111986687370901	0.8340888287023114	0.13815141117553648	0.13786502765319913
GOTERM_BP_DIRECT	GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	18	0.6458557588805167	7.200383931552925E-4	NPM1, PCNA, PRMT1, CNOT10, ARID3A, TRIAP1, PIDD1, MUC1, UBB, PCBP4, CNOT1, CNOT3, CASP2, TNKS1BP1, E2F4, CNOT8, CNOT9, UBA52	2007	62	16792	2.429046723564299	0.9690293817812461	0.24810465775579507	0.24759034461782697
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	115	4.126300681736635	9.034724991129853E-4	ATF2, ZNF174, ATN1, NOC2L, YY1, ELK4, RPS14, KAT5, TRIM28, MYC, SOX15, ZNF205, SOX6, JUNB, MEF2A, EOMES, PIAS4, TLE1, S100A1, ZNF281, HIC1, FOXP1, EZR, UBA52, SQSTM1, AJUBA, PPID, NOTCH1, CTBP2, PRDM14, ZBTB4, NPAS1, FOXO1, PHF21A, MTDH, UBB, SMYD2, RREB1, SKIL, ZBTB7A, ELANE, BPTF, ESRRA, AKIRIN2, JUND, UBE2I, SMAD3, SMURF2, WFS1, NFKB2, SMAD7, EFNA1, BCL6, CNOT1, ID1, CALR, RCOR1, FGFR2, FGFR1, ZNF496, CHD4, NRARP, YBX1, GLI2, XPO1, ZNF649, MLX, DNMT3B, HMG20A, VHLL, JARID2, TGIF1, SREBF1, LEFTY1, PAWR, SIRT7, ETV3, SIRT1, ZHX1, ZFP90, POU5F1, NCOR2, GCFC2, IMPACT, NCOR1, AEBP2, MTF2, HDAC5, SATB1, CXXC5, RELA, AURKB, HSF4, STAT6, HES1, MSX1, HES3, E2F6, MBD3, SUZ12, TCF7L2, SKOR1, STAT3, NR1H3, GATAD2B, SKI, PER1, GFI1B, NR6A1, ZGLP1, HNRNPA2B1, FOSB, TAF7, HDGF, PTPN2	2007	720	16792	1.3363505508498035	0.9872257179957872	0.27552674890088824	0.2749555906320224
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	9	0.32292787944025836	9.138532301853674E-4	MT2A, MT1A, MT1L, MT1M, MT1F, TSPO, MT1X, MT1B, MT1E	2007	19	16792	3.9631814963417513	0.9878502117645898	0.27552674890088824	0.2749555906320224
GOTERM_BP_DIRECT	GO:0001825~blastocyst formation	6	0.2152852529601722	9.921203652741744E-4	TJP1, RRP7A, RPL7L1, ZP3, SKIL, CCNB1IP1	2007	8	16792	6.275037369207773	0.9916739352378716	0.28152874365191866	0.2809451434370515
